country_sk,data
4123,"{""gdp"": 1535, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 102012, ""country_name"": ""Antigua and Barbuda""}"
4124,"{""gdp"": 1479, ""region"": ""Eastern Africa"", ""continent"": ""Africa"", ""population"": 94737, ""country_name"": ""Seychelles""}"
4125,"{""gdp"": null, ""region"": ""Northern Europe"", ""continent"": ""Europe"", ""population"": 84287, ""country_name"": ""Isle of Man""}"
4126,"{""gdp"": null, ""region"": ""Southern Europe"", ""continent"": ""Europe"", ""population"": 76965, ""country_name"": ""Andorra""}"
4127,"{""gdp"": 608, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 73925, ""country_name"": ""Dominica""}"
4128,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 61559, ""country_name"": ""Cayman Islands""}"
4129,"{""gdp"": null, ""region"": ""Northern America"", ""continent"": ""Americas"", ""population"": 61349, ""country_name"": ""Bermuda""}"
4130,"{""gdp"": null, ""region"": ""Northern America"", ""continent"": ""Americas"", ""population"": 56480, ""country_name"": ""Greenland""}"
4131,"{""gdp"": null, ""region"": ""Polynesia"", ""continent"": ""Oceania"", ""population"": 55641, ""country_name"": ""American Samoa""}"
4132,"{""gdp"": 939, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 55345, ""country_name"": ""Saint Kitts and Nevis""}"
4133,"{""gdp"": null, ""region"": ""Micronesia"", ""continent"": ""Oceania"", ""population"": 55144, ""country_name"": ""Northern Mariana Islands""}"
4134,"{""gdp"": 199, ""region"": ""Micronesia"", ""continent"": ""Oceania"", ""population"": 53127, ""country_name"": ""Marshall Islands""}"
4135,"{""gdp"": null, ""region"": ""Northern Europe"", ""continent"": ""Europe"", ""population"": 49290, ""country_name"": ""Faroe Islands""}"
4136,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 40120, ""country_name"": ""Sint Maarten""}"
4137,"{""gdp"": null, ""region"": ""Western Europe"", ""continent"": ""Europe"", ""population"": 38695, ""country_name"": ""Monaco""}"
4138,"{""gdp"": null, ""region"": ""Western Europe"", ""continent"": ""Europe"", ""population"": 37922, ""country_name"": ""Liechtenstein""}"
4139,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 35446, ""country_name"": ""Turks and Caicos Islands""}"
4140,"{""gdp"": null, ""region"": ""Southern Europe"", ""continent"": ""Europe"", ""population"": 34571, ""country_name"": ""Gibraltar""}"
4141,"{""gdp"": 1592, ""region"": ""Southern Europe"", ""continent"": ""Europe"", ""population"": 33400, ""country_name"": ""San Marino""}"
4142,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 31196, ""country_name"": ""British Virgin Islands""}"
4143,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 25398, ""country_name"": ""Caribbean Netherlands""}"
4144,"{""gdp"": 321, ""region"": ""Micronesia"", ""continent"": ""Oceania"", ""population"": 21729, ""country_name"": ""Palau""}"
4145,"{""gdp"": null, ""region"": ""Polynesia"", ""continent"": ""Oceania"", ""population"": 17380, ""country_name"": ""Cook Islands""}"
4146,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 14909, ""country_name"": ""Anguilla""}"
4147,"{""gdp"": null, ""region"": ""Polynesia"", ""continent"": ""Oceania"", ""population"": 11773, ""country_name"": ""Wallis and Futuna""}"
4148,"{""gdp"": null, ""region"": ""Micronesia"", ""continent"": ""Oceania"", ""population"": 11359, ""country_name"": ""Nauru""}"
4149,"{""gdp"": 40, ""region"": ""Polynesia"", ""continent"": ""Oceania"", ""population"": 11192, ""country_name"": ""Tuvalu""}"
4150,"{""gdp"": null, ""region"": ""Northern America"", ""continent"": ""Americas"", ""population"": 6320, ""country_name"": ""Saint Pierre and Miquelon""}"
4151,"{""gdp"": null, ""region"": ""Caribbean"", ""continent"": ""Americas"", ""population"": 5177, ""country_name"": ""Montserrat""}"
4152,"{""gdp"": null, ""region"": ""Western Africa"", ""continent"": ""Africa"", ""population"": 4049, ""country_name"": ""Saint Helena Ascension and Tristan da Cunha""}"
4153,"{""gdp"": null, ""region"": ""South America"", ""continent"": ""Americas"", ""population"": 2910, ""country_name"": ""Falkland Islands""}"
4154,"{""gdp"": null, ""region"": ""Polynesia"", ""continent"": ""Oceania"", ""population"": 1618, ""country_name"": ""Niue""}"
4155,"{""gdp"": null, ""region"": ""Polynesia"", ""continent"": ""Oceania"", ""population"": 1300, ""country_name"": ""Tokelau""}"
4156,"{""gdp"": null, ""region"": ""Southern Europe"", ""continent"": ""Europe"", ""population"": 792, ""country_name"": ""Vatican City""}"
4157,"{""gdp"": 7536, ""region"": ""Southern Europe"", ""continent"": ""Europe"", ""population"": 1812000, ""country_name"": ""Kosovo""}"
